,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
54,Hydrophob-Hydrophob,0.7090909090909091,0.12727272727272732,0.10909090909090913,55,0.7956204379562044,0.08029197080291972,0.058394160583941535,137,0.7901209879012099
55,StrHydrophob-StrHydrophob,0.6,0.12727272727272726,0.12727272727272732,55,0.6642335766423357,0.08029197080291972,0.07299270072992703,137,1.0
56,Aromatic-Aromatic,0.07272727272727272,0.05454545454545454,0.09090909090909091,55,0.15328467153284672,0.05109489051094891,0.06569343065693431,137,0.6875312468753124
57,Hydrophil-Hydrophil,0.38181818181818183,0.12727272727272732,0.1272727272727272,55,0.40875912408759124,0.08029197080291972,0.08759124087591241,137,1.0
58,Hydrophob-Aromatic,0.4909090909090909,0.12727272727272726,0.12727272727272726,55,0.6277372262773723,0.08759124087591241,0.08029197080291972,137,0.6791320867913209
59,Hydrophob-Charged,0.6,0.12727272727272726,0.12727272727272732,55,0.6204379562043796,0.08759124087591241,0.08029197080291972,137,1.0
60,Hydrophob-NegCharged,0.34545454545454546,0.1090909090909091,0.12727272727272726,55,0.4233576642335766,0.08029197080291967,0.08029197080291978,137,1.0
61,Hydrophob-PosCharged,0.5272727272727272,0.1272727272727272,0.12727272727272732,55,0.5109489051094891,0.08759124087591247,0.08029197080291972,137,1.0
62,PosCharged-PosCharged,0.05454545454545454,0.03636363636363636,0.09090909090909091,55,0.051094890510948905,0.029197080291970802,0.051094890510948905,137,1.0
63,NegCharged-NegCharged,0.0,,,55,0.0,,,137,1.0
64,FF-FY-SY-TY-HC,0.01818181818181818,0.01818181818181818,0.09090909090909091,55,0.10948905109489052,0.043795620437956206,0.05839416058394159,137,0.5471452854714529
65,FF-FY-SY-HC,0.01818181818181818,0.01818181818181818,0.08554150531695498,55,0.10948905109489052,0.043795620437956206,0.05839416058394159,137,0.5471452854714529
66,FF,0.0,,,55,0.014598540145985401,0.014598540145985401,0.0364963503649635,137,1.0
67,FY,0.0,,,55,0.014598540145985401,0.014598540145985401,0.0364963503649635,137,1.0
68,TY,0.0,,,55,0.014598540145985401,0.014598540145985401,0.0364963503649635,137,1.0
69,SY,0.0,,,55,0.0,,,137,1.0
70,HC,0.0,,,55,0.0,,,137,1.0
71,MR,0.03636363636363636,0.03636363636363636,0.0909090909090909,55,0.0,,,137,0.6875312468753124
