,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
72,Hydrophob-Hydrophob,0.6545454545454545,0.12727272727272732,0.12727272727272732,55,0.7737226277372263,0.07299270072992703,0.06569343065693423,137,0.7535246475352464
73,StrHydrophob-StrHydrophob,0.5272727272727272,0.1272727272727272,0.12727272727272732,55,0.5766423357664233,0.08029197080291967,0.08029197080291972,137,1.0
74,Aromatic-Aromatic,0.07272727272727272,0.05454545454545454,0.09090909090909091,55,0.1386861313868613,0.0510948905109489,0.06569343065693431,137,1.0
75,Hydrophil-Hydrophil,0.32727272727272727,0.1090909090909091,0.12727272727272726,55,0.3357664233576642,0.07299270072992697,0.08029197080291972,137,1.0
76,Hydrophob-Aromatic,0.4727272727272727,0.12727272727272726,0.12727272727272726,55,0.583941605839416,0.08759124087591236,0.08029197080291972,137,0.9836016398360163
77,Hydrophob-Charged,0.5454545454545454,0.12727272727272726,0.12727272727272732,55,0.583941605839416,0.08759124087591236,0.08029197080291972,137,1.0
78,Hydrophob-NegCharged,0.2727272727272727,0.10909090909090907,0.12727272727272732,55,0.34306569343065696,0.07299270072992703,0.08029197080291967,137,1.0
79,Hydrophob-PosCharged,0.4727272727272727,0.12727272727272726,0.12727272727272726,55,0.4306569343065693,0.08029197080291967,0.08029197080291978,137,1.0
80,PosCharged-PosCharged,0.03636363636363636,0.03636363636363636,0.0909090909090909,55,0.014598540145985401,0.014598540145985401,0.0364963503649635,137,1.0
81,NegCharged-NegCharged,0.0,,,55,0.0,,,137,1.0
82,FF-FY-SY-TY-HC,0.0,,,55,0.08029197080291971,0.0364963503649635,0.058394160583941604,137,0.4103589641035897
83,FF-FY-SY-HC,0.0,,,55,0.08029197080291971,0.0364963503649635,0.05109489051094891,137,0.4103589641035897
84,FF,0.0,,,55,0.0072992700729927005,0.0072992700729927005,0.03649635036496351,137,1.0
85,FY,0.0,,,55,0.014598540145985401,0.014598540145985401,0.0364963503649635,137,1.0
86,TY,0.0,,,55,0.0072992700729927005,0.0072992700729927005,0.029197080291970802,137,1.0
87,SY,0.0,,,55,0.0,,,137,1.0
88,HC,0.0,,,55,0.0,,,137,1.0
89,MR,0.01818181818181818,0.01818181818181818,0.08566130742540487,55,0.0,,,137,1.0
