,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
0,Hydrophob-Hydrophob,0.8888888888888888,0.08641975308641969,0.06172839506172845,81,0.9836065573770492,0.02732240437158473,0.010928961748633892,183,0.010798920107989201
1,StrHydrophob-StrHydrophob,0.8395061728395061,0.08641975308641969,0.07407407407407407,81,0.907103825136612,0.049180327868852514,0.03825136612021862,183,0.2792720727927207
2,Aromatic-Aromatic,0.30864197530864196,0.09876543209876543,0.1111111111111111,81,0.5683060109289617,0.07103825136612019,0.0710382513661203,183,0.0011998800119988001
3,Hydrophil-Hydrophil,0.7160493827160493,0.11111111111111105,0.0864197530864198,81,0.7704918032786885,0.06557377049180324,0.05464480874316946,183,0.5709582887865059
4,Hydrophob-Aromatic,0.7283950617283951,0.11111111111111116,0.08641975308641969,81,0.8469945355191257,0.05464480874316946,0.0491803278688524,183,0.07703229677032297
5,Hydrophob-Charged,0.8888888888888888,0.08641975308641969,0.06172839506172845,81,0.907103825136612,0.049180327868852514,0.03825136612021862,183,0.894960503949605
6,Hydrophob-NegCharged,0.6790123456790124,0.11111111111111116,0.09876543209876543,81,0.7650273224043715,0.06557377049180324,0.05464480874316946,183,0.2792720727927207
7,Hydrophob-PosCharged,0.8024691358024691,0.09876543209876543,0.07407407407407407,81,0.8142076502732241,0.060109289617486406,0.05464480874316935,183,1.0
8,PosCharged-PosCharged,0.32098765432098764,0.09876543209876543,0.1111111111111111,81,0.3770491803278688,0.06557377049180324,0.07650273224043719,183,0.5850614938506149
9,NegCharged-NegCharged,0.20987654320987653,0.07407407407407407,0.09876543209876543,81,0.20218579234972678,0.054644808743169404,0.0655737704918033,183,1.0
10,FF-FY-SY-TY-HC,0.19753086419753085,0.07407407407407407,0.09876543209876543,81,0.46994535519125685,0.07103825136612024,0.07103825136612024,183,0.0011998800119988001
11,FF-FY-SY-HC,0.19753086419753085,0.07407407407407407,0.09876543209876543,81,0.46994535519125685,0.07103825136612024,0.07650273224043719,183,0.0011998800119988001
12,FF,0.037037037037037035,0.024691358024691357,0.06172839506172839,81,0.17486338797814208,0.04918032786885246,0.06010928961748635,183,0.008999100089991
13,FY,0.08641975308641975,0.04938271604938271,0.07407407407407407,81,0.24043715846994534,0.06010928961748632,0.0655737704918033,183,0.010798920107989201
14,TY,0.09876543209876543,0.04938271604938271,0.08641975308641975,81,0.20765027322404372,0.054644808743169404,0.0655737704918033,183,0.07703229677032297
15,SY,0.037037037037037035,0.024691358024691357,0.06172839506172839,81,0.12568306010928962,0.043715846994535526,0.054644808743169404,183,0.07694230576942306
16,HC,0.037037037037037035,0.024691358024691357,0.06172839506172839,81,0.12568306010928962,0.043715846994535526,0.054644808743169404,183,0.07694230576942306
17,MR,0.12345679012345678,0.06172839506172839,0.08641975308641975,81,0.08743169398907104,0.03278688524590164,0.04918032786885247,183,0.5850614938506149
