,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
54,Hydrophob-Hydrophob,0.7160493827160493,0.11111111111111105,0.0864197530864198,81,0.819672131147541,0.060109289617486406,0.0491803278688524,183,0.24897510248975102
55,StrHydrophob-StrHydrophob,0.5555555555555556,0.11111111111111116,0.11111111111111105,81,0.6502732240437158,0.07103825136612019,0.06557377049180335,183,0.41980801919808014
56,Aromatic-Aromatic,0.06172839506172839,0.037037037037037035,0.07407407407407407,81,0.15846994535519127,0.04918032786885247,0.06010928961748632,183,0.18538146185381463
57,Hydrophil-Hydrophil,0.37037037037037035,0.09876543209876543,0.1111111111111111,81,0.43169398907103823,0.07103825136612019,0.07103825136612024,183,0.8451154884511549
58,Hydrophob-Aromatic,0.48148148148148145,0.1111111111111111,0.1111111111111111,81,0.6612021857923497,0.07103825136612019,0.06557377049180335,183,0.0491950804919508
59,Hydrophob-Charged,0.6419753086419753,0.11111111111111105,0.09876543209876543,81,0.6666666666666666,0.07103825136612019,0.06557377049180335,183,1.0
60,Hydrophob-NegCharged,0.2962962962962963,0.09876543209876543,0.1111111111111111,81,0.41530054644808745,0.07103825136612024,0.07103825136612019,183,0.24897510248975102
61,Hydrophob-PosCharged,0.5308641975308642,0.11111111111111116,0.09876543209876543,81,0.5409836065573771,0.07103825136612024,0.07103825136612019,183,1.0
62,PosCharged-PosCharged,0.04938271604938271,0.037037037037037035,0.06172839506172839,81,0.04371584699453552,0.02185792349726776,0.03825136612021857,183,1.0
63,NegCharged-NegCharged,0.0,,,81,0.0,,,183,1.0
64,FF-FY-SY-TY-HC,0.012345679012345678,0.012345679012345678,0.04938271604938271,81,0.11475409836065574,0.043715846994535526,0.05464480874316939,183,0.0491950804919508
65,FF-FY-SY-HC,0.012345679012345678,0.012345679012345678,0.04938271604938271,81,0.11475409836065574,0.03825136612021858,0.05464480874316939,183,0.0491950804919508
66,FF,0.0,,,81,0.02185792349726776,0.01639344262295082,0.032786885245901634,183,0.8480751924807519
67,FY,0.0,,,81,0.01639344262295082,0.010928961748633882,0.0273224043715847,183,1.0
68,TY,0.0,,,81,0.01092896174863388,0.01092896174863388,0.027322404371584702,183,1.0
69,SY,0.0,,,81,0.00546448087431694,0.00546448087431694,0.02185792349726776,183,1.0
70,HC,0.0,,,81,0.00546448087431694,0.00546448087431694,0.02185792349726776,183,1.0
71,MR,0.024691358024691357,0.024691358024691357,0.06172839506172839,81,0.0,,,183,0.41980801919808014
