,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
18,Hydrophob-Hydrophob,0.8024691358024691,0.09876543209876543,0.07407407407407407,81,0.907103825136612,0.049180327868852514,0.03825136612021862,183,0.067993200679932
19,StrHydrophob-StrHydrophob,0.7160493827160493,0.11111111111111105,0.0864197530864198,81,0.8032786885245902,0.060109289617486295,0.05464480874316935,183,0.20440813061550991
20,Aromatic-Aromatic,0.16049382716049382,0.06172839506172839,0.09876543209876543,81,0.3333333333333333,0.06557377049180324,0.07103825136612024,183,0.037196280371962806
21,Hydrophil-Hydrophil,0.6296296296296297,0.11111111111111116,0.09876543209876543,81,0.6338797814207651,0.0710382513661203,0.07103825136612019,183,1.0
22,Hydrophob-Aromatic,0.654320987654321,0.11111111111111116,0.09876543209876543,81,0.7978142076502732,0.06557377049180324,0.05464480874316935,183,0.067993200679932
23,Hydrophob-Charged,0.7407407407407407,0.09876543209876543,0.0864197530864198,81,0.8087431693989071,0.06557377049180324,0.0491803278688524,183,0.3218078192180782
24,Hydrophob-NegCharged,0.4567901234567901,0.1111111111111111,0.1111111111111111,81,0.5901639344262295,0.07103825136612019,0.07103825136612019,183,0.10209888102098882
25,Hydrophob-PosCharged,0.6666666666666666,0.11111111111111105,0.09876543209876543,81,0.6939890710382514,0.07103825136612019,0.060109289617486295,183,0.8537896210378962
26,PosCharged-PosCharged,0.18518518518518517,0.07407407407407407,0.09876543209876543,81,0.1092896174863388,0.03825136612021858,0.04918032786885247,183,0.18718128187181282
27,NegCharged-NegCharged,0.06172839506172839,0.037037037037037035,0.07407407407407407,81,0.04918032786885246,0.0273224043715847,0.03825136612021858,183,0.9032979055035674
28,FF-FY-SY-TY-HC,0.06172839506172839,0.037037037037037035,0.07407407407407407,81,0.25136612021857924,0.06010928961748635,0.07103825136612024,183,0.007199280071992801
29,FF-FY-SY-HC,0.06172839506172839,0.037037037037037035,0.07407407407407407,81,0.25136612021857924,0.06010928961748635,0.0655737704918033,183,0.007199280071992801
30,FF,0.0,,,81,0.060109289617486336,0.027322404371584695,0.043715846994535526,183,0.067993200679932
31,FY,0.024691358024691357,0.024691358024691357,0.06172839506172839,81,0.10382513661202186,0.03825136612021858,0.04918032786885246,183,0.06875312468753125
32,TY,0.0,,,81,0.04371584699453552,0.02185792349726776,0.03825136612021857,183,0.1538846115388461
33,SY,0.0,,,81,0.060109289617486336,0.027322404371584695,0.043715846994535526,183,0.067993200679932
34,HC,0.0,,,81,0.060109289617486336,0.027322404371584695,0.043715846994535526,183,0.067993200679932
35,MR,0.06172839506172839,0.037037037037037035,0.07407407407407407,81,0.00546448087431694,0.00546448087431694,0.02185792349726776,183,0.067993200679932
