,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
0,Hydrophob-Hydrophob,0.8636363636363636,0.13636363636363635,0.09090909090909094,44,0.979381443298969,0.05154639175257725,0.020618556701030966,97,0.05759424057594241
1,StrHydrophob-StrHydrophob,0.8409090909090909,0.13636363636363635,0.09090909090909083,44,0.8969072164948454,0.07216494845360832,0.05154639175257725,97,0.5851664833516649
2,Aromatic-Aromatic,0.22727272727272727,0.11363636363636363,0.13636363636363638,44,0.5670103092783505,0.1030927835051546,0.09278350515463918,97,0.0035996400359964006
3,Hydrophil-Hydrophil,0.6136363636363636,0.15909090909090912,0.13636363636363635,44,0.7422680412371134,0.09278350515463918,0.08247422680412364,97,0.2810991628109916
4,Hydrophob-Aromatic,0.6590909090909091,0.15909090909090906,0.13636363636363635,44,0.865979381443299,0.08247422680412375,0.061855670103092786,97,0.028797120287971205
5,Hydrophob-Charged,0.8636363636363636,0.13636363636363635,0.09090909090909094,44,0.9175257731958762,0.06519914732226872,0.04123711340206193,97,0.5851664833516649
6,Hydrophob-NegCharged,0.5909090909090909,0.1363636363636364,0.13636363636363635,44,0.7835051546391752,0.09278350515463918,0.07216494845360821,97,0.07109289071092892
7,Hydrophob-PosCharged,0.7272727272727273,0.13636363636363635,0.11363636363636365,44,0.8041237113402062,0.08247422680412375,0.07216494845360821,97,0.5851664833516649
8,PosCharged-PosCharged,0.25,0.11363636363636365,0.13636363636363635,44,0.31958762886597936,0.09278350515463915,0.09278350515463918,97,0.5851664833516649
9,NegCharged-NegCharged,0.20454545454545456,0.09090909090909093,0.13636363636363633,44,0.21649484536082475,0.07216494845360827,0.09278350515463918,97,1.0
10,FF-FY-SY-TY-HC,0.11363636363636363,0.06818181818181818,0.13636363636363635,44,0.4639175257731959,0.10309278350515466,0.1030927835051546,97,0.0017998200179982003
11,FF-FY-SY-HC,0.11363636363636363,0.06818181818181818,0.11959984811946096,44,0.4639175257731959,0.10309278350515466,0.1030927835051546,97,0.0017998200179982003
12,FF,0.06818181818181818,0.04545454545454545,0.11363636363636365,44,0.15463917525773196,0.061855670103092786,0.0824742268041237,97,0.37136286371362864
13,FY,0.06818181818181818,0.04545454545454545,0.11363636363636365,44,0.26804123711340205,0.0824742268041237,0.09278350515463918,97,0.028797120287971205
14,TY,0.022727272727272728,0.022727272727272728,0.09090909090909091,44,0.24742268041237114,0.08247422680412372,0.09278350515463918,97,0.0035996400359964006
15,SY,0.022727272727272728,0.022727272727272728,0.09090909090909091,44,0.14432989690721648,0.06185567010309277,0.08247422680412372,97,0.08099190080991901
16,HC,0.022727272727272728,0.022727272727272728,0.09090909090909091,44,0.14432989690721648,0.06185567010309277,0.08247422680412372,97,0.08099190080991901
17,MR,0.11363636363636363,0.06818181818181818,0.11363636363636363,44,0.1134020618556701,0.05154639175257732,0.0754182057994278,97,1.0
