Metric|Essential True Mean|Essential True 95% CI low|Essential True 95% CI high|Essential False Mean|Essential False 95% CI low|Essential False 95% CI high|Permutation Test p-value|n|Essential True n|Essential False n
FF|0.0|||0.02185792349726776|0.00546448087431694|0.0546448087431694|0.45815418458154183|4|81|183
FY|0.0|||0.01639344262295082|0.00546448087431694|0.04371584699453552|0.6591340865913409|4|81|183
TY|0.0|||0.01092896174863388|0.0|0.03825136612021858|0.9667033296670333|4|81|183
SY|0.0|||0.00546448087431694|0.0|0.0273224043715847|1.0|4|81|183
HC|0.0|||0.00546448087431694|0.0|0.0273224043715847|1.0|4|81|183
MR|0.024691358024691357|0.0|0.08641975308641975|0.0|||0.18238176182381763|4|81|183
Hydrophob-Hydrophob|0.654320987654321|0.5432098765432098|0.7530864197530864|0.7923497267759563|0.726775956284153|0.8469945355191257|0.029997000299970003|5|81|183
StrHydrophob-StrHydrophob|0.4691358024691358|0.35802469135802467|0.5802469135802469|0.5683060109289617|0.4972677595628415|0.639344262295082|0.1775822417758224|5|81|183
Aromatic-Aromatic|0.06172839506172839|0.024691358024691357|0.13580246913580246|0.1366120218579235|0.08743169398907104|0.1912568306010929|0.11138886111388861|5|81|183
Hydrophil-Hydrophil|0.32098765432098764|0.2222222222222222|0.43209876543209874|0.34972677595628415|0.28415300546448086|0.4207650273224044|0.7469253074692531|5|81|183
Hydrophob-Aromatic|0.4567901234567901|0.345679012345679|0.5679012345679012|0.6120218579234973|0.5409836065573771|0.6830601092896175|0.027197280271972803|5|81|183
Hydrophob-Charged|0.5679012345679012|0.4567901234567901|0.6666666666666666|0.6120218579234973|0.5409836065573771|0.6830601092896175|0.5853414658534146|5|81|183
Hydrophob-NegCharged|0.20987654320987653|0.13580246913580246|0.30864197530864196|0.3442622950819672|0.2786885245901639|0.41530054644808745|0.039396060393960604|5|81|183
Hydrophob-PosCharged|0.4444444444444444|0.3333333333333333|0.5555555555555556|0.453551912568306|0.3825136612021858|0.5245901639344263|1.0|5|81|183
PosCharged-PosCharged|0.037037037037037035|0.012345679012345678|0.09876543209876543|0.01092896174863388|0.0|0.03825136612021858|0.34356564343565643|5|81|183
NegCharged-NegCharged|0.0|||0.0|||1.0|5|81|183
FF-FY-SY-TY-HC|0.0|||0.07650273224043716|0.04371584699453552|0.12021857923497267|0.011998800119988001|5|81|183
FF|0.0|||0.00546448087431694|0.0|0.0273224043715847|1.0|5|81|183
FY|0.0|||0.01092896174863388|0.0|0.03825136612021858|0.962903709629037|5|81|183
TY|0.0|||0.00546448087431694|0.0|0.03278688524590164|1.0|5|81|183
SY|0.0|||0.0|||1.0|5|81|183
HC|0.0|||0.0|||1.0|5|81|183
MR|0.012345679012345678|0.0|0.06172839506172839|0.0|||0.6161383861613838|5|81|183
