,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
18,Hydrophob-Hydrophob,0.7272727272727273,0.15909090909090906,0.11363636363636365,44,0.8969072164948454,0.07216494845360832,0.05154639175257725,97,0.08423157684231578
19,StrHydrophob-StrHydrophob,0.6818181818181818,0.15909090909090906,0.11363636363636365,44,0.7938144329896907,0.09278350515463918,0.07216494845360832,97,0.2884854371705687
20,Aromatic-Aromatic,0.09090909090909091,0.06818181818181818,0.11363636363636365,44,0.3402061855670103,0.09278350515463918,0.09278350515463918,97,0.021597840215978402
21,Hydrophil-Hydrophil,0.5,0.15909090909090912,0.13636363636363635,44,0.6391752577319587,0.1030927835051546,0.09278350515463918,97,0.24283725473606488
22,Hydrophob-Aromatic,0.5681818181818182,0.15909090909090912,0.13636363636363635,44,0.8247422680412371,0.08247422680412364,0.061855670103092786,97,0.021597840215978402
23,Hydrophob-Charged,0.6363636363636364,0.15909090909090906,0.13636363636363635,44,0.8041237113402062,0.08247422680412375,0.07216494845360821,97,0.1883811618838116
24,Hydrophob-NegCharged,0.45454545454545453,0.13636363636363635,0.15909090909090912,44,0.6082474226804123,0.1030927835051546,0.09278350515463918,97,0.24283725473606488
25,Hydrophob-PosCharged,0.5454545454545454,0.15909090909090906,0.13636363636363635,44,0.6597938144329897,0.1030927835051546,0.08247422680412375,97,0.31892810718928105
26,PosCharged-PosCharged,0.1590909090909091,0.09090909090909091,0.13636363636363638,44,0.1134020618556701,0.05154639175257732,0.07216494845360825,97,0.6504761288577025
27,NegCharged-NegCharged,0.045454545454545456,0.045454545454545456,0.11363636363636363,44,0.061855670103092786,0.04123711340206186,0.061855670103092786,97,1.0
28,FF-FY-SY-TY-HC,0.06818181818181818,0.04545454545454545,0.11363636363636365,44,0.26804123711340205,0.0824742268041237,0.09278350515463918,97,0.043195680431956804
29,FF-FY-SY-HC,0.06818181818181818,0.04545454545454545,0.11363636363636365,44,0.26804123711340205,0.0824742268041237,0.09278350515463918,97,0.043195680431956804
30,FF,0.0,,,44,0.07216494845360824,0.04123711340206185,0.07216494845360824,97,0.24283725473606488
31,FY,0.022727272727272728,0.022727272727272728,0.11363636363636362,44,0.10309278350515463,0.05154639175257732,0.07216494845360824,97,0.24283725473606488
32,TY,0.0,,,44,0.05154639175257732,0.03092783505154639,0.061855670103092786,97,0.33926607339266074
33,SY,0.0,,,44,0.07216494845360824,0.04123711340206185,0.061855670103092786,97,0.24283725473606488
34,HC,0.0,,,44,0.07216494845360824,0.04123711340206185,0.061855670103092786,97,0.24283725473606488
35,MR,0.06818181818181818,0.04545454545454545,0.11363636363636365,44,0.010309278350515464,0.010309278350515464,0.041237113402061855,97,0.24283725473606488
