,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
18,Hydrophob-Hydrophob,0.7818181818181819,0.12727272727272732,0.09090909090909083,55,0.8686131386861314,0.06569343065693434,0.05109489051094884,137,0.3082600830826009
19,StrHydrophob-StrHydrophob,0.7272727272727273,0.12727272727272732,0.10909090909090902,55,0.8029197080291971,0.07299270072992703,0.06569343065693434,137,0.455954404559544
20,Aromatic-Aromatic,0.16363636363636364,0.09090909090909091,0.10909090909090907,55,0.31386861313868614,0.072992700729927,0.08029197080291972,137,0.17494250574942508
21,Hydrophil-Hydrophil,0.5636363636363636,0.12727272727272726,0.12727272727272732,55,0.5985401459854015,0.08759124087591241,0.08029197080291961,137,0.7980613703335548
22,Hydrophob-Aromatic,0.6,0.14545454545454545,0.12727272727272732,55,0.7664233576642335,0.08029197080291961,0.06569343065693434,137,0.15028497150284972
23,Hydrophob-Charged,0.6909090909090909,0.12727272727272732,0.10909090909090913,55,0.7883211678832117,0.07299270072992703,0.06569343065693423,137,0.3353664633536646
24,Hydrophob-NegCharged,0.509090909090909,0.1272727272727272,0.12727272727272732,55,0.5912408759124088,0.08029197080291972,0.08029197080291961,137,0.455954404559544
25,Hydrophob-PosCharged,0.6,0.12727272727272726,0.12727272727272732,55,0.6642335766423357,0.08029197080291972,0.07299270072992703,137,0.5691930806919308
26,PosCharged-PosCharged,0.2,0.09090909090909093,0.12727272727272726,55,0.0948905109489051,0.0437956204379562,0.05839416058394162,137,0.19118088191180882
27,NegCharged-NegCharged,0.07272727272727272,0.05454545454545454,0.09090909090909091,55,0.058394160583941604,0.029197080291970802,0.05109489051094891,137,0.9143085691430857
28,FF-FY-SY-TY-HC,0.07272727272727272,0.05454545454545454,0.09090909090909091,55,0.24087591240875914,0.06569343065693431,0.072992700729927,137,0.080991900809919
29,FF-FY-SY-HC,0.07272727272727272,0.05454545454545454,0.09090909090909091,55,0.24087591240875914,0.06569343065693431,0.0802919708029197,137,0.080991900809919
30,FF,0.0,,,55,0.06569343065693431,0.03649635036496351,0.0510948905109489,137,0.19118088191180882
31,FY,0.01818181818181818,0.01818181818181818,0.09090909090909091,55,0.0948905109489051,0.0437956204379562,0.05839416058394162,137,0.19762023797620237
32,TY,0.0,,,55,0.0364963503649635,0.0218978102189781,0.043795620437956206,137,0.455954404559544
33,SY,0.0,,,55,0.06569343065693431,0.02919708029197081,0.058394160583941604,137,0.19118088191180882
34,HC,0.0,,,55,0.06569343065693431,0.03649635036496351,0.0510948905109489,137,0.19118088191180882
35,MR,0.09090909090909091,0.05454545454545455,0.1090909090909091,55,0.0072992700729927005,0.0072992700729927005,0.029197080291970802,137,0.10318968103189682
