,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
36,Hydrophob-Hydrophob,0.6590909090909091,0.15909090909090906,0.13636363636363635,44,0.8865979381443299,0.07216494845360821,0.05154639175257736,97,0.035996400359964
37,StrHydrophob-StrHydrophob,0.5454545454545454,0.15909090909090906,0.13636363636363635,44,0.7319587628865979,0.09278350515463918,0.08247422680412375,97,0.14338566143385661
38,Aromatic-Aromatic,0.045454545454545456,0.045454545454545456,0.11363636363636363,44,0.20618556701030927,0.07216494845360824,0.09278350515463918,97,0.08639136086391361
39,Hydrophil-Hydrophil,0.4318181818181818,0.13636363636363635,0.15515597590088376,44,0.5257731958762887,0.10309278350515466,0.09278350515463918,97,0.7787221277872213
40,Hydrophob-Aromatic,0.5227272727272727,0.15909090909090906,0.13636363636363635,44,0.7216494845360825,0.09278350515463918,0.08247422680412375,97,0.12814718528147187
41,Hydrophob-Charged,0.5909090909090909,0.15909090909090912,0.13636363636363635,44,0.7422680412371134,0.09278350515463918,0.08247422680412364,97,0.27717228277172284
42,Hydrophob-NegCharged,0.36363636363636365,0.13636363636363638,0.15909090909090906,44,0.5154639175257731,0.1030927835051546,0.09278350515463918,97,0.32486751324867513
43,Hydrophob-PosCharged,0.5227272727272727,0.15909090909090906,0.13636363636363635,44,0.5463917525773195,0.1030927835051546,0.10309278350515472,97,1.0
44,PosCharged-PosCharged,0.11363636363636363,0.06818181818181818,0.11363636363636363,44,0.08247422680412371,0.041237113402061855,0.07216494845360825,97,1.0
45,NegCharged-NegCharged,0.022727272727272728,0.022727272727272728,0.09090909090909091,44,0.020618556701030927,0.020618556701030927,0.05154639175257732,97,1.0
46,FF-FY-SY-TY-HC,0.022727272727272728,0.022727272727272728,0.09157733755988703,44,0.20618556701030927,0.07216494845360824,0.0824742268041237,97,0.035996400359964
47,FF-FY-SY-HC,0.022727272727272728,0.022727272727272728,0.09090909090909091,44,0.20618556701030927,0.07216494845360824,0.09278350515463918,97,0.035996400359964
48,FF,0.0,,,44,0.020618556701030927,0.020618556701030927,0.05154639175257732,97,1.0
49,FY,0.022727272727272728,0.022727272727272728,0.11363636363636362,44,0.041237113402061855,0.030927835051546393,0.06185567010309278,97,1.0
50,TY,0.0,,,44,0.020618556701030927,0.020618556701030927,0.05154639175257732,97,1.0
51,SY,0.0,,,44,0.010309278350515464,0.010309278350515464,0.041237113402061855,97,1.0
52,HC,0.0,,,44,0.010309278350515464,0.010309278350515464,0.051546391752577324,97,1.0
53,MR,0.045454545454545456,0.045454545454545456,0.11363636363636363,44,0.010309278350515464,0.010309278350515464,0.051546391752577324,97,0.8102789721027898
