,Metric,Essential,Essential_lb,Essential_ub,Essential_n,NonEssential,NonEssential_lb,NonEssential_ub,NonEssential_n,pvalues
72,Hydrophob-Hydrophob,0.654320987654321,0.11111111111111116,0.09876543209876543,81,0.7923497267759563,0.06557377049180324,0.05464480874316946,183,0.13678632136786323
73,StrHydrophob-StrHydrophob,0.4691358024691358,0.1111111111111111,0.11111111111111116,81,0.5683060109289617,0.07103825136612019,0.0710382513661203,183,0.41241590126701616
74,Aromatic-Aromatic,0.06172839506172839,0.037037037037037035,0.07407407407407407,81,0.1366120218579235,0.043715846994535526,0.054644808743169376,183,0.31616838316168383
75,Hydrophil-Hydrophil,0.32098765432098764,0.09876543209876543,0.1111111111111111,81,0.34972677595628415,0.0655737704918033,0.07103825136612024,183,1.0
76,Hydrophob-Aromatic,0.4567901234567901,0.1111111111111111,0.1111111111111111,81,0.6120218579234973,0.07103825136612019,0.07103825136612019,183,0.13678632136786323
77,Hydrophob-Charged,0.5679012345679012,0.1111111111111111,0.11111111111111116,81,0.6120218579234973,0.0750017312336615,0.06557377049180324,183,1.0
78,Hydrophob-NegCharged,0.20987654320987653,0.07407407407407407,0.09876543209876543,81,0.3442622950819672,0.0655737704918033,0.07103825136612024,183,0.15046495350464956
79,Hydrophob-PosCharged,0.4444444444444444,0.1111111111111111,0.11111111111111116,81,0.453551912568306,0.07103825136612024,0.07103825136612024,183,1.0
80,PosCharged-PosCharged,0.037037037037037035,0.024691358024691357,0.06172839506172839,81,0.01092896174863388,0.01092896174863388,0.027322404371584702,183,0.7572742725727427
81,NegCharged-NegCharged,0.0,,,81,0.0,,,183,1.0
82,FF-FY-SY-TY-HC,0.0,,,81,0.07650273224043716,0.03278688524590164,0.04918032786885246,183,0.107989201079892
83,FF-FY-SY-HC,0.0,,,81,0.07650273224043716,0.03278688524590164,0.04371584699453551,183,0.107989201079892
84,FF,0.0,,,81,0.00546448087431694,0.00546448087431694,0.02703030719800909,183,1.0
85,FY,0.0,,,81,0.01092896174863388,0.01092896174863388,0.027322404371584702,183,1.0
86,TY,0.0,,,81,0.00546448087431694,0.00546448087431694,0.027322404371584702,183,1.0
87,SY,0.0,,,81,0.0,,,183,1.0
88,HC,0.0,,,81,0.0,,,183,1.0
89,MR,0.012345679012345678,0.012345679012345678,0.06172839506172839,81,0.0,,,183,1.0
