Metric|Essential True Mean|Essential True 95% CI low|Essential True 95% CI high|Essential False Mean|Essential False 95% CI low|Essential False 95% CI high|Permutation Test p-value|n|Essential True n|Essential False n
FF-FY-SY-TY-HC|0.022727272727272728|0.0|0.11797731148366934|0.20618556701030927|0.13402061855670103|0.29896907216494845|0.004199580041995801|3|44|97
FF|0.0|||0.020618556701030927|0.0|0.07216494845360824|0.9539046095390461|3|44|97
FY|0.022727272727272728|0.0|0.11363636363636363|0.041237113402061855|0.010309278350515464|0.09325360554526155|0.9999000099990001|3|44|97
TY|0.0|||0.020618556701030927|0.0|0.07216494845360824|0.9395060493950604|3|44|97
SY|0.0|||0.010309278350515464|0.0|0.05154639175257732|1.0|3|44|97
HC|0.0|||0.010309278350515464|0.0|0.061855670103092786|1.0|3|44|97
MR|0.045454545454545456|0.0|0.1590909090909091|0.010309278350515464|0.0|0.05154639175257732|0.46235376462353767|3|44|97
Hydrophob-Hydrophob|0.6136363636363636|0.45454545454545453|0.75|0.8144329896907216|0.7216494845360825|0.8865979381443299|0.0221977802219778|4|44|97
StrHydrophob-StrHydrophob|0.5227272727272727|0.36363636363636365|0.6590909090909091|0.6494845360824743|0.5463917525773195|0.7422680412371134|0.21357864213578642|4|44|97
Aromatic-Aromatic|0.045454545454545456|0.0|0.1590909090909091|0.15463917525773196|0.09278350515463918|0.23711340206185566|0.10338966103389662|4|44|97
Hydrophil-Hydrophil|0.29545454545454547|0.18181818181818182|0.45454545454545453|0.422680412371134|0.32989690721649484|0.5257731958762887|0.20017998200179982|4|44|97
Hydrophob-Aromatic|0.4772727272727273|0.3409090909090909|0.6363636363636364|0.6804123711340206|0.5773195876288659|0.7682987173601825|0.037196280371962806|4|44|97
Hydrophob-Charged|0.5454545454545454|0.38636363636363635|0.6818181818181818|0.6185567010309279|0.5154639175257731|0.711340206185567|0.5317468253174683|4|44|97
Hydrophob-NegCharged|0.2727272727272727|0.1590909090909091|0.4090909090909091|0.422680412371134|0.32989690721649484|0.5257731958762887|0.12518748125187482|4|44|97
Hydrophob-PosCharged|0.45454545454545453|0.3181818181818182|0.6136363636363636|0.4845360824742268|0.38144329896907214|0.5876288659793815|0.8829117088291171|4|44|97
PosCharged-PosCharged|0.045454545454545456|0.0|0.13636363636363635|0.061855670103092786|0.020618556701030927|0.12371134020618557|1.0|4|44|97
NegCharged-NegCharged|0.0|||0.0|||1.0|4|44|97
FF-FY-SY-TY-HC|0.022727272727272728|0.0|0.11363636363636363|0.13402061855670103|0.07216494845360824|0.21649484536082475|0.065993400659934|4|44|97
FF|0.0|||0.020618556701030927|0.0|0.07216494845360824|0.9219078092190781|4|44|97
FY|0.0|||0.020618556701030927|0.0|0.07216494845360824|0.9455054494550545|4|44|97
TY|0.0|||0.020618556701030927|0.0|0.07216494845360824|0.9365063493650635|4|44|97
SY|0.0|||0.0|||1.0|4|44|97
HC|0.0|||0.0|||1.0|4|44|97
MR|0.022727272727272728|0.0|0.11771996492478302|0.0|||0.6165383461653835|4|44|97
Hydrophob-Hydrophob|0.6136363636363636|0.45454545454545453|0.75|0.7938144329896907|0.7010309278350515|0.865979381443299|0.04459554044595541|5|44|97
StrHydrophob-StrHydrophob|0.45454545454545453|0.3181818181818182|0.6136363636363636|0.5567010309278351|0.4536082474226804|0.6494845360824743|0.3381661833816618|5|44|97
Aromatic-Aromatic|0.045454545454545456|0.0|0.1590909090909091|0.13402061855670103|0.07216494845360824|0.21649484536082475|0.192980701929807|5|44|97
Hydrophil-Hydrophil|0.25|0.13636363636363635|0.38636363636363635|0.35051546391752575|0.25773195876288657|0.4536082474226804|0.32356764323567644|5|44|97
Hydrophob-Aromatic|0.45454545454545453|0.3181818181818182|0.6136363636363636|0.6185567010309279|0.5154639175257731|0.711340206185567|0.09719028097190281|5|44|97
Hydrophob-Charged|0.4772727272727273|0.3409090909090909|0.6363636363636364|0.5876288659793815|0.4845360824742268|0.6804123711340206|0.30696930306969306|5|44|97
Hydrophob-NegCharged|0.22727272727272727|0.11363636363636363|0.36363636363636365|0.35051546391752575|0.25773195876288657|0.4536082474226804|0.20517948205179481|5|44|97
Hydrophob-PosCharged|0.38636363636363635|0.25|0.5454545454545454|0.41237113402061853|0.3114779307512745|0.5154639175257731|0.9327067293270673|5|44|97
PosCharged-PosCharged|0.022727272727272728|0.0|0.13636363636363635|0.010309278350515464|0.0|0.061855670103092786|1.0|5|44|97
NegCharged-NegCharged|0.0|||0.0|||1.0|5|44|97
FF-FY-SY-TY-HC|0.0|||0.09278350515463918|0.041237113402061855|0.16494845360824742|0.06519348065193481|5|44|97
FF|0.0|||0.010309278350515464|0.0|0.05154639175257732|1.0|5|44|97
FY|0.0|||0.020618556701030927|0.0|0.07216494845360824|0.9361063893610639|5|44|97
TY|0.0|||0.010309278350515464|0.0|0.061855670103092786|1.0|5|44|97
SY|0.0|||0.0|||1.0|5|44|97
HC|0.0|||0.0|||1.0|5|44|97
MR|0.0|||0.0|||1.0|5|44|97
